image_id,page_url,image_url,label,_split
francisco-goya_duke-of-alba,http://www.wikiart.org/en/francisco-goya/duke-of-alba,http://uploads6.wikiart.org/images/francisco-goya/duke-of-alba.jpg,7,train
francisco-goya_fight-with-a-young-bull,http://www.wikiart.org/en/francisco-goya/fight-with-a-young-bull,http://uploads8.wikiart.org/images/francisco-goya/fight-with-a-young-bull.jpg,7,train
francisco-goya_general-jose-de-palafox-1814,http://www.wikiart.org/en/francisco-goya/general-jose-de-palafox-1814,http://uploads4.wikiart.org/images/francisco-goya/general-jose-de-palafox-1814.jpg,7,train
francisco-goya_gumersinda-goicoechea-goya-s-daughter-in-law-1815,http://www.wikiart.org/en/francisco-goya/gumersinda-goicoechea-goya-s-daughter-in-law-1815,http://uploads7.wikiart.org/images/francisco-goya/gumersinda-goicoechea-goya-s-daughter-in-law-1815.jpg,7,train
francisco-goya_how-they-break-her-barrel-1799,http://www.wikiart.org/en/francisco-goya/how-they-break-her-barrel-1799,http://uploads6.wikiart.org/images/francisco-goya/how-they-break-her-barrel-1799.jpg,7,train
francisco-goya_it-is-better-to-be-idle-1799,http://www.wikiart.org/en/francisco-goya/it-is-better-to-be-idle-1799,http://uploads4.wikiart.org/images/francisco-goya/it-is-better-to-be-idle-1799.jpg,7,train
francisco-goya_it-is-time-1799,http://www.wikiart.org/en/francisco-goya/it-is-time-1799,http://uploads0.wikiart.org/images/francisco-goya/it-is-time-1799.jpg,7,train
francisco-goya_picnic-on-the-banks-of-the-manzanares-1776,http://www.wikiart.org/en/francisco-goya/picnic-on-the-banks-of-the-manzanares-1776,http://uploads0.wikiart.org/images/francisco-goya/picnic-on-the-banks-of-the-manzanares-1776.jpg,7,train
francisco-goya_portrait-of-charle-iv-of-spain-1789,http://www.wikiart.org/en/francisco-goya/portrait-of-charle-iv-of-spain-1789,http://uploads2.wikiart.org/images/francisco-goya/portrait-of-charle-iv-of-spain-1789.jpg,7,train
francisco-goya_portrait-of-don-francisco-de-borja-tellez-giron,http://www.wikiart.org/en/francisco-goya/portrait-of-don-francisco-de-borja-tellez-giron,http://uploads5.wikiart.org/images/francisco-goya/portrait-of-don-francisco-de-borja-tellez-giron.jpg,7,train
francisco-goya_portrait-of-leandro-fernandez-de-moratin,http://www.wikiart.org/en/francisco-goya/portrait-of-leandro-fernandez-de-moratin,http://uploads7.wikiart.org/images/francisco-goya/portrait-of-leandro-fernandez-de-moratin.jpg,7,train
francisco-goya_portrait-of-maria-teresa-de-vallabriga-on-horseback-1783,http://www.wikiart.org/en/francisco-goya/portrait-of-maria-teresa-de-vallabriga-on-horseback-1783,http://uploads5.wikiart.org/images/francisco-goya/portrait-of-maria-teresa-de-vallabriga-on-horseback-1783.jpg,7,test
francisco-goya_portrait-of-senora-berm-sezne-kepmesa,http://www.wikiart.org/en/francisco-goya/portrait-of-senora-berm-sezne-kepmesa,http://uploads4.wikiart.org/images/francisco-goya/portrait-of-senora-berm-sezne-kepmesa.jpg,7,train
francisco-goya_portrait-of-the-countess-of-chincon-1800,http://www.wikiart.org/en/francisco-goya/portrait-of-the-countess-of-chincon-1800,http://uploads7.wikiart.org/images/francisco-goya/portrait-of-the-countess-of-chincon-1800.jpg,7,train
francisco-goya_pretty-teacher-1799,http://www.wikiart.org/en/francisco-goya/pretty-teacher-1799,http://uploads4.wikiart.org/images/francisco-goya/pretty-teacher-1799.jpg,7,train
francisco-goya_sebastian-martinez-1792,http://www.wikiart.org/en/francisco-goya/sebastian-martinez-1792,http://uploads8.wikiart.org/images/francisco-goya/sebastian-martinez-1792.jpg,7,train
francisco-goya_self-portrait-1795-1,http://www.wikiart.org/en/francisco-goya/self-portrait-1795-1,http://uploads5.wikiart.org/images/francisco-goya/self-portrait-1795-1.jpg,7,train
francisco-goya_self-portrait-2,http://www.wikiart.org/en/francisco-goya/self-portrait-2,http://uploads0.wikiart.org/images/francisco-goya/self-portrait-2.jpg,7,train
francisco-goya_self-portrait-with-spectacles,http://www.wikiart.org/en/francisco-goya/self-portrait-with-spectacles,http://uploads5.wikiart.org/images/francisco-goya/self-portrait-with-spectacles.jpg,7,train
francisco-goya_sleep-overcomes-them-1799,http://www.wikiart.org/en/francisco-goya/sleep-overcomes-them-1799,http://uploads1.wikiart.org/images/francisco-goya/sleep-overcomes-them-1799.jpg,7,train
francisco-goya_st-francis-borgia-helping-a-dying-impenitent-1795,http://www.wikiart.org/en/francisco-goya/st-francis-borgia-helping-a-dying-impenitent-1795,http://uploads7.wikiart.org/images/francisco-goya/st-francis-borgia-helping-a-dying-impenitent-1795.jpg,7,train
francisco-goya_st-gregory-the-great-1797,http://www.wikiart.org/en/francisco-goya/st-gregory-the-great-1797,http://uploads1.wikiart.org/images/francisco-goya/st-gregory-the-great-1797.jpg,7,train
francisco-goya_still-life-of-sheep-s-ribs-and-head-the-butcher-s-conter-1812,http://www.wikiart.org/en/francisco-goya/still-life-of-sheep-s-ribs-and-head-the-butcher-s-conter-1812,http://uploads1.wikiart.org/images/francisco-goya/still-life-of-sheep-s-ribs-and-head-the-butcher-s-conter-1812.jpg,7,train
francisco-goya_still-life-with-fruit-bottles-breads-1826,http://www.wikiart.org/en/francisco-goya/still-life-with-fruit-bottles-breads-1826,http://uploads8.wikiart.org/images/francisco-goya/still-life-with-fruit-bottles-breads-1826.jpg,7,train
francisco-goya_swallow-it-dog-1799,http://www.wikiart.org/en/francisco-goya/swallow-it-dog-1799,http://uploads4.wikiart.org/images/francisco-goya/swallow-it-dog-1799.jpg,7,train
francisco-goya_the-annunciation,http://www.wikiart.org/en/francisco-goya/the-annunciation,http://uploads1.wikiart.org/images/francisco-goya/the-annunciation.jpg,7,train
francisco-goya_the-arrest-of-christ-1798,http://www.wikiart.org/en/francisco-goya/the-arrest-of-christ-1798,http://uploads1.wikiart.org/images/francisco-goya/the-arrest-of-christ-1798.jpg,7,test
francisco-goya_the-chinchillas-1799,http://www.wikiart.org/en/francisco-goya/the-chinchillas-1799,http://uploads5.wikiart.org/images/francisco-goya/the-chinchillas-1799.jpg,7,train
francisco-goya_the-fair-at-madrid-1779,http://www.wikiart.org/en/francisco-goya/the-fair-at-madrid-1779,http://uploads8.wikiart.org/images/francisco-goya/the-fair-at-madrid-1779.jpg,7,train
francisco-goya_the-injured-mason-1787,http://www.wikiart.org/en/francisco-goya/the-injured-mason-1787,http://uploads7.wikiart.org/images/francisco-goya/the-injured-mason-1787.jpg,7,train
francisco-goya_the-junta-of-the-philippines-1815,http://www.wikiart.org/en/francisco-goya/the-junta-of-the-philippines-1815,http://uploads0.wikiart.org/images/francisco-goya/the-junta-of-the-philippines-1815.jpg,7,test
francisco-goya_the-lineage-1799,http://www.wikiart.org/en/francisco-goya/the-lineage-1799,http://uploads1.wikiart.org/images/francisco-goya/the-lineage-1799.jpg,7,train
francisco-goya_the-old-woman-with-a-mirror,http://www.wikiart.org/en/francisco-goya/the-old-woman-with-a-mirror,http://uploads3.wikiart.org/images/francisco-goya/the-old-woman-with-a-mirror.jpg,7,train
francisco-goya_the-shy-man-1799,http://www.wikiart.org/en/francisco-goya/the-shy-man-1799,http://uploads1.wikiart.org/images/francisco-goya/the-shy-man-1799.jpg,7,train
francisco-goya_the-swing,http://www.wikiart.org/en/francisco-goya/the-swing,http://uploads3.wikiart.org/images/francisco-goya/the-swing.jpg,7,train
francisco-goya_the-swing-1787,http://www.wikiart.org/en/francisco-goya/the-swing-1787,http://uploads8.wikiart.org/images/francisco-goya/the-swing-1787.jpg,7,train
francisco-goya_they-already-go-plucked-1799,http://www.wikiart.org/en/francisco-goya/they-already-go-plucked-1799,http://uploads4.wikiart.org/images/francisco-goya/they-already-go-plucked-1799.jpg,7,train
francisco-goya_they-pare-1799,http://www.wikiart.org/en/francisco-goya/they-pare-1799,http://uploads8.wikiart.org/images/francisco-goya/they-pare-1799.jpg,7,train
francisco-goya_truth-has-died-1814,http://www.wikiart.org/en/francisco-goya/truth-has-died-1814,http://uploads4.wikiart.org/images/francisco-goya/truth-has-died-1814.jpg,7,train
francisco-goya_truth-rescued-by-time-witnessed-by-history-1814,http://www.wikiart.org/en/francisco-goya/truth-rescued-by-time-witnessed-by-history-1814,http://uploads5.wikiart.org/images/francisco-goya/truth-rescued-by-time-witnessed-by-history-1814.jpg,7,test
francisco-goya_wait-till-you-have-been-anointed-1799,http://www.wikiart.org/en/francisco-goya/wait-till-you-have-been-anointed-1799,http://uploads4.wikiart.org/images/francisco-goya/wait-till-you-have-been-anointed-1799.jpg,7,test
francisco-goya_what-a-tailor-can-do-1799,http://www.wikiart.org/en/francisco-goya/what-a-tailor-can-do-1799,http://uploads1.wikiart.org/images/francisco-goya/what-a-tailor-can-do-1799.jpg,7,train
francisco-goya_what-more-can-one-do-1815,http://www.wikiart.org/en/francisco-goya/what-more-can-one-do-1815,http://uploads1.wikiart.org/images/francisco-goya/what-more-can-one-do-1815.jpg,7,train
francisco-goya_witches-ready-to-fly,http://www.wikiart.org/en/francisco-goya/witches-ready-to-fly,http://uploads5.wikiart.org/images/francisco-goya/witches-ready-to-fly.jpg,7,train
francisco-goya_woman-battered-with-a-cane,http://www.wikiart.org/en/francisco-goya/woman-battered-with-a-cane,http://uploads2.wikiart.org/images/francisco-goya/woman-battered-with-a-cane.jpg,7,train
francisco-goya_woman-with-a-fan,http://www.wikiart.org/en/francisco-goya/woman-with-a-fan,http://uploads1.wikiart.org/images/francisco-goya/woman-with-a-fan.jpg,7,test
francisco-toledo_le-hamac,http://www.wikiart.org/en/francisco-toledo/le-hamac,http://uploads4.wikiart.org/images/francisco-toledo/le-hamac.jpg,8,train
francisco-toledo_toro-1965,http://www.wikiart.org/en/francisco-toledo/toro-1965,http://uploads5.wikiart.org/images/francisco-toledo/toro-1965.jpg,8,train
francisco-toledo_tortuga,http://www.wikiart.org/en/francisco-toledo/tortuga,http://uploads3.wikiart.org/images/francisco-toledo/tortuga.jpg,8,train
francisco-toledo_untitled,http://www.wikiart.org/en/francisco-toledo/untitled,http://uploads4.wikiart.org/images/francisco-toledo/untitled.jpg,8,train
frank-auerbach_bacchus-and-ariadne,http://www.wikiart.org/en/frank-auerbach/bacchus-and-ariadne,http://uploads4.wikiart.org/images/frank-auerbach/bacchus-and-ariadne.jpg,2,train
frank-auerbach_head-of-gerda-boehm,http://www.wikiart.org/en/frank-auerbach/head-of-gerda-boehm,http://uploads4.wikiart.org/images/frank-auerbach/head-of-gerda-boehm.jpg,2,test
frank-auerbach_study-after-titian-i,http://www.wikiart.org/en/frank-auerbach/study-after-titian-i,http://uploads5.wikiart.org/images/frank-auerbach/study-after-titian-i.jpg,2,train
frank-auerbach_to-the-studios-1980,http://www.wikiart.org/en/frank-auerbach/to-the-studios-1980,http://uploads4.wikiart.org/images/frank-auerbach/to-the-studios-1980.jpg,2,train
frank-auerbach_to-the-studios-1991,http://www.wikiart.org/en/frank-auerbach/to-the-studios-1991,http://uploads4.wikiart.org/images/frank-auerbach/to-the-studios-1991.jpg,2,train
frank-johnston_camp-borden-1919,http://www.wikiart.org/en/frank-johnston/camp-borden-1919,http://uploads1.wikiart.org/images/frank-johnston/camp-borden-1919.jpg,5,train
frank-johnston_fire-swept-algoma-1920,http://www.wikiart.org/en/frank-johnston/fire-swept-algoma-1920,http://uploads7.wikiart.org/images/frank-johnston/fire-swept-algoma-1920.jpg,0,test
frank-johnston_green-pool,http://www.wikiart.org/en/frank-johnston/green-pool,http://uploads4.wikiart.org/images/frank-johnston/green-pool.jpg,5,train
frank-johnston_patterned-hillside-1918,http://www.wikiart.org/en/frank-johnston/patterned-hillside-1918,http://uploads8.wikiart.org/images/frank-johnston/patterned-hillside-1918.jpg,0,train
frank-johnston_the-dark-woods-interior-1921,http://www.wikiart.org/en/frank-johnston/the-dark-woods-interior-1921,http://uploads4.wikiart.org/images/frank-johnston/the-dark-woods-interior-1921.jpg,0,train
frank-johnston_what-greets-the-eye-when-you-look-back-at-the-pilot-1918,http://www.wikiart.org/en/frank-johnston/what-greets-the-eye-when-you-look-back-at-the-pilot-1918,http://uploads5.wikiart.org/images/frank-johnston/what-greets-the-eye-when-you-look-back-at-the-pilot-1918.jpg,0,train
franklin-carmichael_autumn,http://www.wikiart.org/en/franklin-carmichael/autumn,http://uploads5.wikiart.org/images/franklin-carmichael/autumn.jpg,0,train
franklin-carmichael_autumn-hillside-1920,http://www.wikiart.org/en/franklin-carmichael/autumn-hillside-1920,http://uploads1.wikiart.org/images/franklin-carmichael/autumn-hillside-1920.jpg,0,train
franklin-carmichael_bay-of-islands-1930,http://www.wikiart.org/en/franklin-carmichael/bay-of-islands-1930,http://uploads0.wikiart.org/images/franklin-carmichael/bay-of-islands-1930.jpg,0,train
franklin-carmichael_frood-lake-1939,http://www.wikiart.org/en/franklin-carmichael/frood-lake-1939,http://uploads5.wikiart.org/images/franklin-carmichael/frood-lake-1939.jpg,0,train
franklin-carmichael_houses-cobalt-1932,http://www.wikiart.org/en/franklin-carmichael/houses-cobalt-1932,http://uploads8.wikiart.org/images/franklin-carmichael/houses-cobalt-1932.jpg,5,train
franklin-carmichael_jackknife-village-1926,http://www.wikiart.org/en/franklin-carmichael/jackknife-village-1926,http://uploads3.wikiart.org/images/franklin-carmichael/jackknife-village-1926.jpg,0,train
franklin-carmichael_la-cloche-panorama-1939,http://www.wikiart.org/en/franklin-carmichael/la-cloche-panorama-1939,http://uploads4.wikiart.org/images/franklin-carmichael/la-cloche-panorama-1939.jpg,0,train
franklin-carmichael_scrub-oaks-and-maples-1935,http://www.wikiart.org/en/franklin-carmichael/scrub-oaks-and-maples-1935,http://uploads7.wikiart.org/images/franklin-carmichael/scrub-oaks-and-maples-1935.jpg,0,train
frans-hals_a-boy-with-a-viol-1630,http://www.wikiart.org/en/frans-hals/a-boy-with-a-viol-1630,http://uploads3.wikiart.org/images/frans-hals/a-boy-with-a-viol-1630.jpg,1,train
frans-hals_adriaen-van-ostade-1648,http://www.wikiart.org/en/frans-hals/adriaen-van-ostade-1648,http://uploads4.wikiart.org/images/frans-hals/adriaen-van-ostade-1648.jpg,1,train
frans-hals_an-old-lady,http://www.wikiart.org/en/frans-hals/an-old-lady,http://uploads1.wikiart.org/images/frans-hals/an-old-lady.jpg,1,test
frans-hals_banquet-of-the-officers-of-the-st-george-civic-guard-company-detail,http://www.wikiart.org/en/frans-hals/banquet-of-the-officers-of-the-st-george-civic-guard-company-detail,http://uploads3.wikiart.org/images/frans-hals/banquet-of-the-officers-of-the-st-george-civic-guard-company-detail.jpg,1,train
frans-hals_banquet-of-the-officers-of-the-st-george-civic-guard-company-detail-1,http://www.wikiart.org/en/frans-hals/banquet-of-the-officers-of-the-st-george-civic-guard-company-detail-1,http://uploads5.wikiart.org/images/frans-hals/banquet-of-the-officers-of-the-st-george-civic-guard-company-detail-1.jpg,1,train
frans-hals_boy-playing-a-violin,http://www.wikiart.org/en/frans-hals/boy-playing-a-violin,http://uploads1.wikiart.org/images/frans-hals/boy-playing-a-violin.jpg,1,train
frans-hals_boy-with-a-lute,http://www.wikiart.org/en/frans-hals/boy-with-a-lute,http://uploads5.wikiart.org/images/frans-hals/boy-with-a-lute.jpg,1,train
frans-hals_catharina-hooft-with-her-nurse,http://www.wikiart.org/en/frans-hals/catharina-hooft-with-her-nurse,http://uploads2.wikiart.org/images/frans-hals/catharina-hooft-with-her-nurse.jpg,1,train
frans-hals_drinking-boy-taste-1628,http://www.wikiart.org/en/frans-hals/drinking-boy-taste-1628,http://uploads4.wikiart.org/images/frans-hals/drinking-boy-taste-1628.jpg,1,train
frans-hals_fisher-boy-1632,http://www.wikiart.org/en/frans-hals/fisher-boy-1632,http://uploads5.wikiart.org/images/frans-hals/fisher-boy-1632.jpg,1,train
frans-hals_frans-post,http://www.wikiart.org/en/frans-hals/frans-post,http://uploads0.wikiart.org/images/frans-hals/frans-post.jpg,1,train
frans-hals_isabella-coymans,http://www.wikiart.org/en/frans-hals/isabella-coymans,http://uploads6.wikiart.org/images/frans-hals/isabella-coymans.jpg,1,train
frans-hals_johannes-hoornbeek,http://www.wikiart.org/en/frans-hals/johannes-hoornbeek,http://uploads8.wikiart.org/images/frans-hals/johannes-hoornbeek.jpg,1,train
frans-hals_laughing-boy,http://www.wikiart.org/en/frans-hals/laughing-boy,http://uploads2.wikiart.org/images/frans-hals/laughing-boy.jpg,1,train
frans-hals_paulus-van-beresteyn,http://www.wikiart.org/en/frans-hals/paulus-van-beresteyn,http://uploads1.wikiart.org/images/frans-hals/paulus-van-beresteyn.jpg,1,train
frans-hals_peasants-at-a-wedding-feast,http://www.wikiart.org/en/frans-hals/peasants-at-a-wedding-feast,http://uploads8.wikiart.org/images/frans-hals/peasants-at-a-wedding-feast.jpg,1,train
frans-hals_portrait-of-a-forty-year-old-woman-with-folded-hands-1638,http://www.wikiart.org/en/frans-hals/portrait-of-a-forty-year-old-woman-with-folded-hands-1638,http://uploads2.wikiart.org/images/frans-hals/portrait-of-a-forty-year-old-woman-with-folded-hands-1638.jpg,1,train
frans-hals_portrait-of-a-jester-with-a-lute,http://www.wikiart.org/en/frans-hals/portrait-of-a-jester-with-a-lute,http://uploads4.wikiart.org/images/frans-hals/portrait-of-a-jester-with-a-lute.jpg,1,train
frans-hals_portrait-of-a-man-1630,http://www.wikiart.org/en/frans-hals/portrait-of-a-man-1630,http://uploads3.wikiart.org/images/frans-hals/portrait-of-a-man-1630.jpg,1,train
frans-hals_portrait-of-a-man-1633-2,http://www.wikiart.org/en/frans-hals/portrait-of-a-man-1633-2,http://uploads5.wikiart.org/images/frans-hals/portrait-of-a-man-1633-2.jpg,1,test
frans-hals_portrait-of-a-man-4,http://www.wikiart.org/en/frans-hals/portrait-of-a-man-4,http://uploads0.wikiart.org/images/frans-hals/portrait-of-a-man-4.jpg,1,test
frans-hals_portrait-of-a-man-holding-gloves,http://www.wikiart.org/en/frans-hals/portrait-of-a-man-holding-gloves,http://uploads4.wikiart.org/images/frans-hals/portrait-of-a-man-holding-gloves.jpg,1,train
frans-hals_portrait-of-a-man-nicolaes-pietersz-duyst-van-voorhou,http://www.wikiart.org/en/frans-hals/portrait-of-a-man-nicolaes-pietersz-duyst-van-voorhou,http://uploads7.wikiart.org/images/frans-hals/portrait-of-a-man-nicolaes-pietersz-duyst-van-voorhou.jpg,1,test
frans-hals_portrait-of-a-preacher,http://www.wikiart.org/en/frans-hals/portrait-of-a-preacher,http://uploads3.wikiart.org/images/frans-hals/portrait-of-a-preacher.jpg,1,train
frans-hals_portrait-of-a-seated-man,http://www.wikiart.org/en/frans-hals/portrait-of-a-seated-man,http://uploads5.wikiart.org/images/frans-hals/portrait-of-a-seated-man.jpg,1,test
frans-hals_portrait-of-a-seated-woman-1650,http://www.wikiart.org/en/frans-hals/portrait-of-a-seated-woman-1650,http://uploads3.wikiart.org/images/frans-hals/portrait-of-a-seated-woman-1650.jpg,1,train
frans-hals_portrait-of-a-woman-1644,http://www.wikiart.org/en/frans-hals/portrait-of-a-woman-1644,http://uploads5.wikiart.org/images/frans-hals/portrait-of-a-woman-1644.jpg,1,train
frans-hals_portrait-of-a-woman-2,http://www.wikiart.org/en/frans-hals/portrait-of-a-woman-2,http://uploads2.wikiart.org/images/frans-hals/portrait-of-a-woman-2.jpg,1,test
frans-hals_portrait-of-an-unknown-man-1634,http://www.wikiart.org/en/frans-hals/portrait-of-an-unknown-man-1634,http://uploads3.wikiart.org/images/frans-hals/portrait-of-an-unknown-man-1634.jpg,1,train
frans-hals_portrait-of-an-unknown-woman-1643,http://www.wikiart.org/en/frans-hals/portrait-of-an-unknown-woman-1643,http://uploads5.wikiart.org/images/frans-hals/portrait-of-an-unknown-woman-1643.jpg,1,train
frans-hals_portrait-of-isaak-abrahamsz-massa-1626,http://www.wikiart.org/en/frans-hals/portrait-of-isaak-abrahamsz-massa-1626,http://uploads1.wikiart.org/images/frans-hals/portrait-of-isaak-abrahamsz-massa-1626.jpg,1,train
frans-hals_portrait-of-paulus-verschuur-1643,http://www.wikiart.org/en/frans-hals/portrait-of-paulus-verschuur-1643,http://uploads5.wikiart.org/images/frans-hals/portrait-of-paulus-verschuur-1643.jpg,1,train
frans-hals_portrait-of-rene-descartes,http://www.wikiart.org/en/frans-hals/portrait-of-rene-descartes,http://uploads7.wikiart.org/images/frans-hals/portrait-of-rene-descartes.jpg,1,test
frans-hals_portrait-of-tyman-oosdorp-1656,http://www.wikiart.org/en/frans-hals/portrait-of-tyman-oosdorp-1656,http://uploads2.wikiart.org/images/frans-hals/portrait-of-tyman-oosdorp-1656.jpg,1,train
frans-hals_portrait-of-willem-coymans-1645,http://www.wikiart.org/en/frans-hals/portrait-of-willem-coymans-1645,http://uploads3.wikiart.org/images/frans-hals/portrait-of-willem-coymans-1645.jpg,1,train
frans-hals_portrait-of-willem-van-heythuysen,http://www.wikiart.org/en/frans-hals/portrait-of-willem-van-heythuysen,http://uploads5.wikiart.org/images/frans-hals/portrait-of-willem-van-heythuysen.jpg,1,train
frans-hals_regents-of-the-st-elisabeth-s-hospital-haarlem-1641,http://www.wikiart.org/en/frans-hals/regents-of-the-st-elisabeth-s-hospital-haarlem-1641,http://uploads5.wikiart.org/images/frans-hals/regents-of-the-st-elisabeth-s-hospital-haarlem-1641.jpg,1,train
frans-hals_st-luke,http://www.wikiart.org/en/frans-hals/st-luke,http://uploads6.wikiart.org/images/frans-hals/st-luke.jpg,1,train
frans-hals_the-company-of-captain-reinier-reael-and-lieutenant-cornelis-michielsz-blaeuw-known-as-the-1637-2,http://www.wikiart.org/en/frans-hals/the-company-of-captain-reinier-reael-and-lieutenant-cornelis-michielsz-blaeuw-known-as-the-1637-2,http://uploads6.wikiart.org/images/frans-hals/the-company-of-captain-reinier-reael-and-lieutenant-cornelis-michielsz-blaeuw-known-as-the-1637-2.jpg,1,train
frans-hals_the-company-of-captain-reinier-reael-and-lieutenant-cornelis-michielsz-blaeuw-known-as-the-1637-3,http://www.wikiart.org/en/frans-hals/the-company-of-captain-reinier-reael-and-lieutenant-cornelis-michielsz-blaeuw-known-as-the-1637-3,http://uploads6.wikiart.org/images/frans-hals/the-company-of-captain-reinier-reael-and-lieutenant-cornelis-michielsz-blaeuw-known-as-the-1637-3.jpg,1,test
frans-hals_the-painter-jan-asselyn-1650,http://www.wikiart.org/en/frans-hals/the-painter-jan-asselyn-1650,http://uploads0.wikiart.org/images/frans-hals/the-painter-jan-asselyn-1650.jpg,1,train
frans-hals_the-regentesses-of-the-old-men-s-almhouse-haarlem-detail-1664-1,http://www.wikiart.org/en/frans-hals/the-regentesses-of-the-old-men-s-almhouse-haarlem-detail-1664-1,http://uploads8.wikiart.org/images/frans-hals/the-regentesses-of-the-old-men-s-almhouse-haarlem-detail-1664-1.jpg,1,train
frans-hals_two-laughing-boys-with-a-beer-mug,http://www.wikiart.org/en/frans-hals/two-laughing-boys-with-a-beer-mug,http://uploads5.wikiart.org/images/frans-hals/two-laughing-boys-with-a-beer-mug.jpg,1,test
frans-hals_young-man-and-woman-in-an-inn-yonker-ramp-and-his-sweetheart-1623,http://www.wikiart.org/en/frans-hals/young-man-and-woman-in-an-inn-yonker-ramp-and-his-sweetheart-1623,http://uploads1.wikiart.org/images/frans-hals/young-man-and-woman-in-an-inn-yonker-ramp-and-his-sweetheart-1623.jpg,1,train
frans-hals_young-man-with-a-skull,http://www.wikiart.org/en/frans-hals/young-man-with-a-skull,http://uploads3.wikiart.org/images/frans-hals/young-man-with-a-skull.jpg,1,train
frans-snyders_cimone-and-efigenia,http://www.wikiart.org/en/frans-snyders/cimone-and-efigenia,http://uploads3.wikiart.org/images/frans-snyders/cimone-and-efigenia.jpg,1,train
frans-snyders_concert-of-birds-2,http://www.wikiart.org/en/frans-snyders/concert-of-birds-2,http://uploads2.wikiart.org/images/frans-snyders/concert-of-birds-2.jpg,1,train
frans-snyders_fish-market,http://www.wikiart.org/en/frans-snyders/fish-market,http://uploads4.wikiart.org/images/frans-snyders/fish-market.jpg,1,train
frans-snyders_fish-market-1,http://www.wikiart.org/en/frans-snyders/fish-market-1,http://uploads6.wikiart.org/images/frans-snyders/fish-market-1.jpg,1,train
frans-snyders_grapes-in-a-basket-and-roses-in-a-vase,http://www.wikiart.org/en/frans-snyders/grapes-in-a-basket-and-roses-in-a-vase,http://uploads4.wikiart.org/images/frans-snyders/grapes-in-a-basket-and-roses-in-a-vase.jpg,1,test
frans-snyders_return-from-the-hunt,http://www.wikiart.org/en/frans-snyders/return-from-the-hunt,http://uploads4.wikiart.org/images/frans-snyders/return-from-the-hunt.jpg,1,train
frans-snyders_still-life-1639,http://www.wikiart.org/en/frans-snyders/still-life-1639,http://uploads8.wikiart.org/images/frans-snyders/still-life-1639.jpg,1,train
frans-snyders_the-bird-s-concert,http://www.wikiart.org/en/frans-snyders/the-bird-s-concert,http://uploads2.wikiart.org/images/frans-snyders/the-bird-s-concert.jpg,1,train
frans-snyders_vegetable-still-life,http://www.wikiart.org/en/frans-snyders/vegetable-still-life,http://uploads4.wikiart.org/images/frans-snyders/vegetable-still-life.jpg,1,test
frans-snyders_venison-dealers,http://www.wikiart.org/en/frans-snyders/venison-dealers,http://uploads8.wikiart.org/images/frans-snyders/venison-dealers.jpg,1,train
frantisek-kupka_babylon-1906,http://www.wikiart.org/en/frantisek-kupka/babylon-1906,http://uploads7.wikiart.org/images/frantisek-kupka/babylon-1906.jpg,9,train
frantisek-kupka_prometheus-in-chains-1905,http://www.wikiart.org/en/frantisek-kupka/prometheus-in-chains-1905,http://uploads2.wikiart.org/images/frantisek-kupka/prometheus-in-chains-1905.jpg,2,test
frantisek-kupka_report,http://www.wikiart.org/en/frantisek-kupka/report,http://uploads1.wikiart.org/images/frantisek-kupka/report.jpg,2,train
frantisek-kupka_tango-1909,http://www.wikiart.org/en/frantisek-kupka/tango-1909,http://uploads5.wikiart.org/images/frantisek-kupka/tango-1909.jpg,2,train
frantisek-kupka_the-lotus-soul-1898,http://www.wikiart.org/en/frantisek-kupka/the-lotus-soul-1898,http://uploads5.wikiart.org/images/frantisek-kupka/the-lotus-soul-1898.jpg,9,train
frantisek-kupka_the-tree-1906,http://www.wikiart.org/en/frantisek-kupka/the-tree-1906,http://uploads8.wikiart.org/images/frantisek-kupka/the-tree-1906.jpg,3,train
franz-kline_chatham-square-1948,http://www.wikiart.org/en/franz-kline/chatham-square-1948,http://uploads1.wikiart.org/images/franz-kline/chatham-square-1948.jpg,2,train
franz-marc_cats,http://www.wikiart.org/en/franz-marc/cats,http://uploads3.wikiart.org/images/franz-marc/cats.jpg,5,train
franz-marc_cows-yellow-red-green-1912,http://www.wikiart.org/en/franz-marc/cows-yellow-red-green-1912,http://uploads7.wikiart.org/images/franz-marc/cows-yellow-red-green-1912.jpg,2,test
franz-marc_crouching-deer-1911,http://www.wikiart.org/en/franz-marc/crouching-deer-1911,http://uploads0.wikiart.org/images/franz-marc/crouching-deer-1911.jpg,2,test
franz-marc_fairy-animals-1913,http://www.wikiart.org/en/franz-marc/fairy-animals-1913,http://uploads8.wikiart.org/images/franz-marc/fairy-animals-1913.jpg,2,test
franz-marc_four-foxes-1913,http://www.wikiart.org/en/franz-marc/four-foxes-1913,http://uploads5.wikiart.org/images/franz-marc/four-foxes-1913.jpg,2,train
franz-marc_head-of-the-horse-1906,http://www.wikiart.org/en/franz-marc/head-of-the-horse-1906,http://uploads3.wikiart.org/images/franz-marc/head-of-the-horse-1906.jpg,6,train
franz-marc_indersdorf-1904,http://www.wikiart.org/en/franz-marc/indersdorf-1904,http://uploads5.wikiart.org/images/franz-marc/indersdorf-1904.jpg,3,train
franz-marc_larch-sapling-1908,http://www.wikiart.org/en/franz-marc/larch-sapling-1908,http://uploads8.wikiart.org/images/franz-marc/larch-sapling-1908.jpg,5,train
